,job_title,job_company,job_loction,job_summary,job_ratings
429,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
430,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
431,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
432,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
433,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
434,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
435,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
436,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
437,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
438,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
439,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
440,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
441,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
442,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
443,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
444,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
445,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
446,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
447,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
448,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
